ID,Title,Final Decision,Year,Evaluator1,Evaluator2,Evaluator3,E1=E2?,Judge reason,Acronym,Venue_name,Authors
A160,Understanding and Auto-Adjusting Performance-Sensitive Configurations,Include,2018,Include,Include,,TRUE,"The paper explicitly studies post-deployment, operator-facing misconfiguration in deployed server systems: it analyzes developer patches and user posts for Cassandra, HBase, HDFS and MapReduce and presents SmartConf to automatically and dynamically adjust live configuration values based on measured performance. The actors are developers/users/operators and the artifacts are real runtime configuration parameters and performance metrics in production-like systems.",ASPLOS,Architectural Support for Programming Languages and Operating Systems,Shu Wang; Chi Li; Henry Hoffmann; Shan Lu; William Sentosa; Achmad Imam Kistijantoro
A161,Datasize-Aware High Dimensional Configurations Auto-Tuning of In-Memory Cluster Computing,Exclude,2018,Include,Exclude,Exclude,FALSE,"The paper focuses on operator-facing, post-deployment tuning in running IMC (Spark) clusters: it collects execution times from live program runs, models performance as a function of 41 real Spark configuration parameters and input dataset sizes, and produces configuration changes to apply on the cluster.",ASPLOS,Architectural Support for Programming Languages and Operating Systems,Zhibin Yu; Zhendong Bei; Xuehai Qian
A162,An Event-Triggered Programmable Prefetcher for Irregular Workloads,Exclude,2018,Exclude,Exclude,,TRUE,The paper proposes an event-triggered programmable prefetcher for irregular workloads. It is a computer architecture optimization study rather than a work on software misconfiguration troubleshooting.,ASPLOS,Architectural Support for Programming Languages and Operating Systems,Sam Ainsworth; Timothy M. Jones
A163,Investigating System Operators' Perspective on Security Misconfigurations,Exclude,2018,Exclude,Exclude,,TRUE,"The study explicitly focuses on post-deployment, operational misconfigurations by interviewing and surveying system operators about real incidents in running systems (e.g., missing patches, exposed MongoDB/Redis instances, TLS and firewall misconfigurations) and how these are detected and remediated. It centers the operator as the actor and discusses deployed system configuration artifacts and incident response rather than design-time validation.",CCS,ACM Conference on Computer and Communications Security,Constanze Dietrich; Katharina Krombholz; Kevin Borgolte; Tobias Fiebig
A164,Peeling the Onion's User Experience Layer: Examining Naturalistic Use of the Tor Browser,Exclude,2018,Exclude,Exclude,,TRUE,The paper examines naturalistic use of the Tor Browser and studies user experience and privacy behavior. It is an empirical security/usability study rather than a method for diagnosing or repairing configuration errors in deployed software.,CCS,ACM Conference on Computer and Communications Security,Kevin Gallagher; Sameer Patil; Brendan Dolan-Gavitt; Damon McCoy; Nasir D. Memon
A165,Feature-interaction aware configuration prioritization,Exclude,2018,Exclude,Exclude,,TRUE,"The paper studies static code analysis and configuration prioritization for testing (development/QA) by ranking compile-time/test variants. It targets developers/testers and source-code feature models, not operators troubleshooting runtime configurations in deployed systems.",ESEC,European Software Engineering Conference (ESEC),Son Nguyen
A166,Variability models for generating efficient configurations of functional quality attributes,Exclude,2018,Exclude,Exclude,,TRUE,"The paper is clearly a design-time / architecture-level study for software developers and domain experts (domain/application engineering, SPLs, variability models) and focuses on generating optimal configurations before integration; it does not address post-deployment runtime incidents, operator diagnosis, or troubleshooting of misconfigurations in running systems.",IST,Information and Software Technology,José-Miguel Horcas; Mónica Pinto; Lidia Fuentes
A167,The impact of IR-based classifier configuration on the performance and the effort of method-level bug localization,Exclude,2018,Exclude,Exclude,,TRUE,"The paper is developer-oriented: it studies IR-based bug localization on source code entities (files/methods) using bug reports and measures developer effort reading LOC. It analyzes classifier parameter effects for locating bugs in code, not diagnosis or repair of misconfigurations in deployed/running systems by operators or sysadmins.",IST,Information and Software Technology,Chakkrit Tantithamthavorn; Surafel Lemma Abebe; Ahmed E. Hassan; Akinori Ihara; Kenichi Matsumoto
A168,A systematic literature review on the semi-automatic configuration of extended product lines,Exclude,2018,Exclude,Exclude,,TRUE,"The paper investigates semi-automatic product configuration in the application engineering phase-selecting features from feature/variability/extended feature models to derive products-and repeatedly references stakeholders/decision-makers and model artifacts rather than operators or running systems. It focuses on design-time/derivation techniques and evaluations, not on post-deployment runtime misconfiguration detection, diagnosis, or operator troubleshooting of deployed services.",JSS,Journal of Systems and Software,Lina Ochoa; Oscar González-Rojas; Juliana Alves Pereira; Harold Castro; Gunter Saake
A169,Change impact analysis for evolving configuration decisions in product line use case models,Exclude,2018,Exclude,Exclude,,TRUE,"The paper studies change impact analysis and incremental regeneration of product-specific use case models carried out by analysts during product-line configuration (mentions an \analyst proposes a change\""",JSS,Journal of Systems and Software,Ines Hajri; Arda Göknil; Lionel Briand; Thierry Stephany
A170,Self-adaptation of service compositions through product line reconfiguration,Exclude,2018,Exclude,Exclude,,TRUE,"The paper explicitly targets runtime/post-deployment adaptation of deployed BPEL service compositions, monitoring a context state model and reacting to service unavailability and QoS (non-functional) violations; it describes an adaptation manager that selects alternate feature-model configurations and deploys replacement BPEL processes in the execution environment, with operator-provided inputs (critical features and constraints).",JSS,Journal of Systems and Software,Mahdi Bashari; Ebrahim Bagheri; Weichang Du
A171,NetComplete: Practical Network-Wide Configuration Synthesis with Autocompletion,Exclude,2018,Exclude,Exclude,,TRUE,"The paper targets network operators in an operational, post-deployment context: it helps operators modify and autocomplete real router configurations (Cisco, BGP/OSPF/static routes) in running networks to meet new routing policies. The work explicitly studies operator-facing synthesis/repair of deployed configurations and the propagation/selection behavior of routing protocols in production topology settings.",NSDI,Symposium on Network System Design and Implementation,Ahmed El-Hassany; Petar Tsankov; Laurent Vanbever; Martin T. Vechev
A172,Architecture-level configuration of industrial control systems: Foundations for an efficient approach,Exclude,2018,Exclude,Exclude,,TRUE,"The paper addresses interactive, model-based architecture-level configuration by engineers using UML/OCL reference architecture models to instantiate products (a pre-deployment/product-line engineering activity), not diagnosing or fixing misconfigurations in running/deployed systems or operational config files. The focus is on ordering parameter assignments and constraint solving during product construction rather than post-deployment troubleshooting by operators.",SCP,Science of Computer Programming,Razieh Behjati; Shiva Nejati
A173,Context-aware reconfiguration in evolving software product lines,Exclude,2018,Exclude,Exclude,,TRUE,The paper focuses on Dynamic Software Product Lines (DSPL) and automatic runtime,SCP,Science of Computer Programming,Jacopo Mauro; Michael Nieke; Christoph Seidl; Ingrid Chieh Yu
A174,Evolutionary Algorithm for Bug Localization in the Reconfigurations of Models at Runtime,Exclude,2018,Exclude,Exclude,,TRUE,The paper explicitly targets post-deployment/runtime problems: it localizes bugs caused by dynamic reconfigurations of models at runtime in deployed systems (induction hobs and train control software) using industrial bug reports; the actors are engineers/operators diagnosing runtime faults in production-like systems and runtime model artifacts are the focus. The scope is software bug.,SOSYM,Software and Systems Modeling,Lorena Arcega; Jaime Font; Carlos Cetina
