Software,Link,Description,Year,Last Modified
Apache httpd,https://stackoverflow.com/questions/15746609,PHP Syntax Error On Apache 2.4.3 and PHP 5.4.7 (foreach template syntax) [closed],2013,2013
Apache httpd,https://serverfault.com/questions/563182/apache-2-restart-fails,Apache 2 restart fails,2013,2013
Apache httpd,https://serverfault.com/questions/533361/what-is-wrong-with-my-httpd-conf-file,What is wrong with my httpd.conf file?,2013,2013
Apache httpd,https://serverfault.com/questions/481346/why-does-apache-fail-to-start-and-only-say-configuration-failed-in-error-log,No space left on device: Couldn't create accept lock,2013,2020
Apache httpd,https://serverfault.com/questions/491399/can-i-suppress-apache2-error-messages-about-clients-denied-by-server-configurati,apache error log is filling up with [error] [client 108.62.178.124] client denied by server configuration,2013,2013
Apache httpd,https://serverfault.com/questions/563123/error-502-random-ssl-library-error-336151568-error14094410,Error 502 - Random SSL Library Error: 336151568 error:14094410,2013,2014
Apache httpd,http://serverfault.com/questions/562100/ubuntu-12-04-vhost-page-not-found,ubuntu 12 04 vhost page not found,2013,2013
Apache httpd,https://serverfault.com/questions/499941/svn-repository-moved-permanently-error-apache-configuration-issue,svn repository was moved permanently,2013,2013
Apache httpd,https://serverfault.com/questions/554102/cant-not-access-apache-server-status-page-when-i-add-configuration-for-load-bal,Can't not access apache server-status page when i add configuration for load balancing,2013,2013
Apache httpd,https://serverfault.com/questions/515417/error-start-apache-php-value,Error Start Apache °∞php value°±,2013,2019
Apache httpd,https://serverfault.com/questions/473788/the-mod-negotiation-seems-to-be-enabled-but-php-files-without-extensions-retur,"The mod_negotiation seems to be enabled, but .php files without extensions return 404",2013,2016
Apache httpd,http://serverfault.com/questions/490793/setting-up-mod-proxy-in-apache,setting up mod proxy in apache,2013,2013
Apache httpd,http://serverfault.com/questions/520054/configure-new-server-for-htaccess,configure new server for htaccess,2013,2013
Apache httpd,http://serverfault.com/questions/500941/ssl-error-107-apache2-ssl-config,ssl error 107 apache2 ssl config,2013,2013
Apache httpd,https://serverfault.com/questions/549381/puppet-installs-too-many-dependencies,how to check and change permissions of files and folders for web server in windo,2013,2013
Apache httpd,https://stackoverflow.com/questions/18218377/nginx-mysterious-error-despite-right-configuration,nginx mysterious error despite right configuration,2013,2013
Apache httpd,https://serverfault.com/questions/534515/apache-load-balancing-proxy-bypass-not-working,Apache Load Balancing Proxy bypass not working,2013,2017
Apache httpd,https://serverfault.com/questions/525429/why-cant-i-change-document-root-in-apache-without-error,can't change document root in apache,2013,2022
Apache httpd,https://stackoverflow.com/questions/17475587,Setup mod_proxy on apache http server,2013,2022
Apache httpd,https://stackoverflow.com/questions/16302273,Error on python web page,2013,2013
Apache httpd,https://serverfault.com/questions/482251/ssl-site-returns-bad-gateway-error-in-ie-works-fine-in-other-browsers,"SSL Site Returns Bad Gateway Error in IE, Works Fine In Other Browsers",2013,2013
Apache httpd,https://stackoverflow.com/questions/14360539/bots-throws-500-error-in-apache-access-log,In my Apache error log I can see the following errors has caught on enormous amount everyday. [Tue Jan 15 13:37:39 2013] [error] [client 66.249.78.53] Request exceeded the limit of 10 internal redirec...,2013,2013
Apache httpd,https://stackoverflow.com/questions/14363350/apache-sending-incorrect-response-header-for-js-files,"I noticed that Chrome is reporting the wrong MIME type for .js files. The files are served with Apache 2, which originally did not reference js files in its conf file. I added the following configurat...",2013,2015
Apache httpd,https://stackoverflow.com/questions/14367884/can-django-running-on-apache-with-mod-wsgi-cause-any-memory-leaks,"The current configuration I have has been running perfectly for more than one year. My apache is configured to include this mod_wsgi configuration: Alias /uploads/ ""/home/django/myproject/uploads/"" Or...",2013,2013
Apache httpd,https://stackoverflow.com/questions/14378262/php-show-results-while-running,"I'm trying to display the results while PHP script is running, as example.. a really long loop, i want it to echo the results while the page is loading, I searched really a lot through this and i coul...",2013,2017
Apache httpd,https://stackoverflow.com/questions/14382888/deploy-a-django-site-and-a-php-site-on-the-same-server-with-apache-and-mod-wsgi,"I currently have a Django site working at cinepass.com.ec , I would like to deploy an additional PHP site to the same server at mobile.cinepass.com.ec My current httpd.conf (from DjangoFoo ) : Order d...",2013,2013
Apache httpd,https://stackoverflow.com/questions/14397840/php-how-to-change-php-ini-mode,"I have a question about how to set PHP_INI_* modes and where to set them. I found this link about from http://php.net/manual/en/configuration.changes.modes.php . It says there are mode PHP_INI_USER , ...",2013,2022
Apache httpd,https://stackoverflow.com/questions/14404469/apache-mod-rewrite-with-multiple-web-apps,I have 2 separate cherrypy web apps I have written and need to put them both behind Apache with mod_rewrite or something similar. Need them to be accessed at http://domain.com/WebApp1 and http://domai...,2013,2013
Apache httpd,https://stackoverflow.com/questions/14415828/push-redmine-to-the-root-of-a-subdomain,I just installed redmine and I would like to reach it from redmine.domain.com instead of domain.com/redmine. I first tried to do this by myself with my few Apache knowledge but I got the following err...,2013,2013
Apache httpd,https://stackoverflow.com/questions/14429621/apache-config-parser-for-php,I am looking for some PHP utility that parses Apache configuration files similar to this Perl's module: http://metacpan.org/pod/Apache::ConfigParser Any clues?...,2013,2014
Apache httpd,https://stackoverflow.com/questions/14461573/how-to-fix-java-ioexception-cant-find-resource-solrconfig-xml-in-classpath,"I was trying to install Apache Solr 4.0.0 with apache Tomcat, but it is giving an error like this: SolrCore Initialization Failures collection1: java.io.IOException:java.io.IOException: Can't find res...",2013,2015
Apache httpd,https://stackoverflow.com/questions/14475755/apache-daemon-trying-to-ping-on-centos-but-not-working-selinux-issue,"I have developped an application in php. One of its functions is to ping an external server. However, when this action was fired nothing happened. I checked the SELinux log and generated a policy to a...",2013,2013
Apache httpd,https://stackoverflow.com/questions/14479931/remove-parts-of-url-using-htaccess,"Let me explain in brief. I have a FB Button on my product page, if anyone clicks the like button on it. My page comes under Activity tab on Facebook, so if anyone clicks my page link in facebook, it r...",2013,2018
Apache httpd,https://stackoverflow.com/questions/14490209/use-htaccess-file-on-an-apache-localhost-server,"Alright, I got an Apache localhost server up and running with PHP and MySql. Now I want to be able to use a .htaccess file as well to use RewriteRule , But I'm at a loss where to put it. I have these ...",2013,2017
Apache httpd,https://stackoverflow.com/questions/14504207/how-to-properly-configure-apache-httpd-as-load-balancer-where-some-hosts-may-be,I am using an Apache Httpd instance as proxy in front of multiple Java Tomcat instances. Apache acts as load balancer for the Tomcat instances. The apache config basically looks like follows BalancerM...,2013,2013
Apache httpd,https://stackoverflow.com/questions/14509099/moving-lampp-htdocs,I have installed Lampp on Ubuntu 12.04LTS. I tried to move my htdocs to home/myusername/lampp/htdocs by editing both DocumentRoot values in httpd.conf. After doing so I get Access Forbidden on all the...,2013,2013
Apache httpd,https://serverfault.com/questions/650709/jenkins-under-apache-httpd-sometimes-switches-from-ssl-to-plain-http,Jenkins under Apache httpd sometimes switches from SSL to plain HTTP,2014,2014
Apache httpd,https://serverfault.com/questions/650137/setting-up-suphp-with-puppetlabs-apache-on-centos-6-5,Cannot set up suPHP with puppetlabs/apache on centos 6.5,2014,2014
Apache httpd,https://serverfault.com/questions/652455/apache-404-returning-500-errors-request-exceeded-redirects,"trying to setup a site with static HTML with Apache, but get 500 rather than 404",2014,2014
Apache httpd,https://serverfault.com/questions/597283/apache-not-responding-to-configuration-changes,Apache not responding to configuration changes,2014,2014
Apache httpd,https://serverfault.com/questions/579661/apache2-randomly-stop-working-error-403,"Apache2 randomly stop working, error 403",2014,2014
Apache httpd,https://serverfault.com/questions/599723/apache-2-4-with-php-5-5-ldap-in-php-not-working,"Apache 2.4 with PHP 5.5, LDAP in PHP not working",2014,2014
